ccnthum,anweight,party_feel_closest
0.4,0.6773098,left
0.4,0.10759794,left
0.4,0.1818512,left
0.4,0.05158767,left
0.4,0.23023538,left
0.0,0.1117107,left
0.8,0.25610402,left
0.4,1.184588,left
0.4,0.06579067,left
0.4,0.4460089,left
0.4,1.3238645,left
0.4,1.3238645,left
-0.4,0.523839,middle left
0.4,0.12905368,middle left
0.8,0.39221862,middle left
0.0,0.060802206,middle left
0.0,0.33357963,middle left
0.0,0.21999323,middle left
0.0,0.3352506,middle left
0.8,0.20624104,middle left
0.0,0.10317534,middle left
0.0,0.12160441,middle left
0.0,0.04129785,middle left
0.4,0.19322245,middle left
0.0,1.0453805,middle left
0.0,0.3968104,middle left
0.4,0.40194088,middle left
0.4,0.26129964,middle left
0.0,0.14365382,middle left
0.4,0.19830987,middle left
-0.4,0.46126106,middle left
0.4,1.3238645,middle left
0.4,0.12845486,middle left
0.0,0.12160441,middle left
0.4,0.13777868,middle left
0.4,0.22311966,middle left
0.8,0.27798086,middle left
0.4,0.24320082,middle left
0.4,0.27543792,middle left
0.4,0.09211799,middle left
-0.8,0.6795601,middle left
0.4,0.69691986,middle left
0.4,0.2721703,middle left
0.8,0.0489387,middle left
0.0,0.25656164,middle left
0.4,0.106591724,middle left
0.4,0.22805028,none
0.4,0.16598554,none
0.4,1.3236659,none
0.4,0.22115105,none
0.4,0.31651816,none
0.4,0.20898888,none
0.0,0.26018414,none
0.0,0.4899222,none
-0.4,0.66957223,none
0.0,0.054040294,none
0.4,0.1290659,none
0.0,0.70455307,none
0.0,0.24013658,none
0.4,0.09577179,none
0.4,0.94633317,none
0.4,0.12428766,none
0.4,0.31736785,none
0.0,0.22425073,none
0.4,0.15229756,none
0.4,0.39100656,none
-0.4,0.33039227,none
0.0,0.05771568,none
0.0,0.09646117,none
0.0,0.21157856,none
0.0,0.32620826,none
0.0,0.2890063,none
0.0,0.13886423,none
0.4,1.1801572,none
0.4,0.047883477,none
0.4,1.1119441,none
0.0,0.08135064,none
0.0,0.5897953,none
0.0,0.54724437,none
0.8,0.16370428,none
0.4,0.44216883,none
0.0,0.13132241,none
0.0,1.191939,none
0.4,0.3357224,none
0.4,0.22242649,none
0.4,0.5429986,none
0.0,0.09544661,none
0.0,0.23177232,none
0.0,0.11381127,none
0.8,0.11989677,none
0.4,0.40063697,none
0.4,0.076909386,none
-0.4,0.4831552,none
0.4,0.048996627,none
0.0,0.40431282,none
0.0,0.30155244,none
0.4,1.1291009,none
-0.4,0.08725899,none
0.4,0.2719377,none
0.4,0.36943728,none
0.0,0.29593495,none
0.4,1.3238642,none
0.0,0.27297837,none
-0.4,0.21999328,none
0.0,0.62696743,none
0.4,0.05687139,none
-0.4,0.30974963,none
0.4,0.2699754,none
0.4,0.19830987,none
0.8,0.12315519,none
0.4,0.27149916,none
0.4,0.83082986,none
0.4,0.058316287,none
0.4,0.22502883,none
0.0,0.5062849,none
0.4,0.09537208,none
0.0,0.6616821,none
0.4,0.84357965,none
0.0,0.16093153,none
0.0,0.08068949,none
0.0,0.26824424,none
0.4,0.29891464,none
0.4,0.11959475,none
0.0,0.10129489,none
0.4,0.32426775,none
-0.4,0.24036916,none
0.4,0.30091238,none
0.0,0.23910579,none
0.4,0.17457436,none
0.0,0.048479144,none
0.0,0.28262457,none
0.0,0.38523594,none
0.0,0.27723357,none
0.0,0.79958344,none
0.0,0.42336944,none
0.0,0.39240095,none
0.0,0.22502883,none
0.0,0.6339114,none
0.0,0.11543136,none
0.4,0.21814755,none
0.0,0.538723,none
0.4,0.32988447,none
0.4,0.22953385,none
0.4,0.43044513,none
0.0,0.17249608,none
-0.4,0.16794184,none
0.4,0.10228192,none
0.0,0.20097044,none
0.0,0.13777868,none
-0.4,0.08076826,none
0.0,0.09154959,none
0.4,0.10090476,none
0.0,0.12657121,none
0.0,0.08207147,none
0.0,1.3238643,none
0.0,0.07147895,none
0.8,0.22743577,none
-0.4,0.038385037,none
0.0,1.1576581,none
0.4,0.09199608,none
0.4,0.51220804,none
0.4,0.08485007,none
0.0,0.095766954,none
0.4,0.1263944,none
0.4,0.18767118,none
0.4,0.083930574,none
0.4,0.32221577,none
0.4,0.3853418,none
0.4,0.6665579,middle right
0.4,0.0912433,middle right
0.0,1.0355334,middle right
0.4,0.22805028,middle right
0.4,0.09881045,middle right
0.4,0.08725899,middle right
0.0,0.27555737,middle right
0.4,0.16183698,middle right
0.0,0.22425073,middle right
0.4,0.33062372,middle right
0.4,0.22952175,middle right
0.0,0.44207376,middle right
-0.4,0.09372955,middle right
0.4,0.7182955,middle right
-0.4,0.27779457,middle right
0.4,0.11268804,middle right
0.0,0.40284938,middle right
0.0,0.092465535,middle right
0.4,0.10372264,middle right
0.4,1.3238645,middle right
0.4,0.25409827,right
0.0,0.16538702,right
0.4,0.05414158,right
0.0,0.04599804,right
0.0,0.11663257,right
-0.4,0.37918305,right
0.4,0.9413507,right
0.0,0.06579067,right
0.8,0.20094818,right
-0.4,0.054761812,right
0.0,0.13574958,right
0.0,0.5365671,right
